Date,Coin Name,Price,Change,Market Cap,Volume
2025-02-28,Tether,0.99998,0.00844,142715594280,45042712792
2025-02-28,Ethereum,2253.39,3.14192,271806201417,19865974542
2025-02-28,First Digital USD,1.0,0.33098,2104696151,7814706135
2025-02-28,USDC,0.999884,0.00064,57217911156,7287176373
2025-02-28,XRP,2.61,6.98401,151417320952,5371332574
2025-02-28,Solana,148.7,5.15624,75567952581,4809270917
2025-02-28,Cardano,0.928949,-1.18168,33486717642,2520356960
2025-02-28,Sui,2.93,18.19007,9317780839,1664776755
2025-02-28,Dogecoin,0.206306,3.46913,30601023954,1641787385
2025-02-28,Chainlink,17.22,9.59301,10993578221,1226296680
2025-02-28,RED TOKEN,0.76239,52611888.32582,0.0,1040202732
2025-02-28,Wrapped SOL,148.96,5.26491,0.0,1010403750
2025-02-28,Official Trump,13.36,3.93493,2677908114,964363351
2025-02-28,Litecoin,105.12,3.23654,7952885518,952429117
2025-02-28,BNB,598.85,1.4525,87501528658,801597590
2025-02-28,Ethena,0.401312,9.37069,2122647536,747617439
2025-02-28,Bitcoin Cash,390.96,0.67882,7775212827,678552261
2025-02-28,TRON,0.24138,-0.52774,20766546105,658585242
2025-02-28,Aave,216.85,1.31725,3271300286,625579089
2025-02-27,Bitcoin,90715,2.69199,1798830358492,47531836527
2025-02-27,Tether,0.99998,0.00844,142715594280,45820771539
2025-02-27,Ethereum,2254.07,3.17339,271806201417,19855299145
2025-02-27,First Digital USD,1.0,0.32941,2104696151,7814598015
2025-02-27,USDC,0.999882,0.00043,57217911156,7247772868
2025-02-27,XRP,2.62,7.0415,151417320952,5373287236
2025-02-27,Solana,148.77,5.20318,75567952581,4811041399
2025-02-27,Cardano,0.929606,-1.11174,33395254738,2521781551
2025-02-27,Sui,2.93,18.24236,9317780839,1666324779
2025-02-27,Dogecoin,0.206438,3.53513,30601023954,1642638700
2025-02-27,Chainlink,17.23,9.63744,10993578221,1226995475
2025-02-27,RED TOKEN,0.763523,52690076.98748,0.0,1041878080
2025-02-27,Wrapped SOL,148.95,5.25778,0.0,1010341326
2025-02-27,Official Trump,13.37,4.00583,2677908114,964579843
2025-02-27,Litecoin,105.18,3.30057,7952885518,952726965
2025-02-27,BNB,598.99,1.47628,87350441393,801764607
2025-02-27,Ethena,0.401444,9.40653,2122647536,747753250
2025-02-27,Bitcoin Cash,391.17,0.73372,7756018418,678717613
2025-02-27,TRON,0.241479,-0.48722,20766546105,658837963
2025-02-27,Aave,216.92,1.34941,3271300286,625799163
2025-02-26,Tether,0.99998,0.00844,142715594280,50663718887
2025-02-26,Bitcoin,90756,2.73862,1798830358492,47417021138
2025-02-26,Ethereum,2254.45,3.19079,271806201417,19362197218
2025-02-26,First Digital USD,1.0,0.32942,2104696151,7814589637
2025-02-26,USDC,0.999881,0.00035,57217911156,7248397169
2025-02-26,XRP,2.62,7.09632,151417320952,5383139157
2025-02-26,Solana,148.83,5.24318,75567952581,4811859270
2025-02-26,Cardano,0.93006,-1.06345,33395254738,2523294772
2025-02-26,Dogecoin,0.206533,3.58275,30601023954,1643333495
2025-02-26,Sui,2.93,18.08782,9317780839,1525272755
2025-02-26,Chainlink,17.23,9.67081,10993578221,1227495615
2025-02-26,RED TOKEN,0.763751,52633691.96552,0.0,1042188874
2025-02-26,Wrapped SOL,148.95,5.2538,0.0,1010538228
2025-02-26,Official Trump,13.38,4.04263,2677908114,965064521
2025-02-26,Litecoin,105.21,3.32825,7952885518,953193352
2025-02-26,BNB,599.18,1.5096,87350441393,801958455
2025-02-26,Ethena,0.401553,9.4363,2122312921,747893785
2025-02-26,Bitcoin Cash,391.09,0.71259,7756018418,675864781
2025-02-26,TRON,0.241483,-0.48548,20766546105,658328341
2025-02-26,Aave,216.94,1.35884,3271300286,626000924
2025-02-25,Bitcoin,90787,2.7736,1800546745551,47067470753
2025-02-25,Tether,0.99998,0.00844,142715594244,35473935535
2025-02-25,Ethereum,2255.17,3.22345,271868737910,19372092607
2025-02-25,First Digital USD,1.0,0.33089,2104696151,7810804702
2025-02-25,USDC,0.99988,0.00023,57217911156,7235631326
2025-02-25,XRP,2.62,7.12675,151679024835,5375664915
2025-02-25,Solana,148.86,5.26575,75567952581,4812232496
2025-02-25,Cardano,0.930398,-1.02757,33395254738,2521165015
2025-02-25,Dogecoin,0.206603,3.61794,30632108242,1644611216
2025-02-25,Sui,2.93,18.12997,9317780839,1543418717
2025-02-25,Chainlink,17.24,9.69968,10997057459,1228231431
2025-02-25,RED TOKEN,0.763751,52633691.96552,0.0,1042188874
2025-02-25,Wrapped SOL,148.95,5.2538,0.0,1010538228
2025-02-25,Official Trump,13.39,4.14398,2676826963,965388068
2025-02-25,Litecoin,105.26,3.38138,7955466684,953851812
2025-02-25,BNB,599.58,1.57574,87350441393,801928507
2025-02-25,Ethena,0.401676,9.46975,2122312921,748077092
2025-02-25,Bitcoin Cash,391.26,0.756,7756018418,675500513
2025-02-25,TRON,0.24155,-0.45768,20785786313,658435196
2025-02-25,Aave,216.92,1.3475,3271300286,626523133
2025-02-24,Bitcoin,90838,2.8305,1800546745551,43634678767
2025-02-24,Tether,0.99998,0.00844,142715594244,37649803290
2025-02-24,Ethereum,2256.72,3.29433,271868737910,19350424315
2025-02-24,First Digital USD,1.0,0.32951,2104696151,7810336558
2025-02-24,USDC,0.999879,0.00729,57217911156,7227841487
2025-02-24,XRP,2.62,7.19088,151679024835,5386630880
2025-02-24,Solana,149.02,5.38154,75567952581,4813417821
2025-02-24,Cardano,0.931938,-0.86369,33395254738,2523101689
2025-02-24,Dogecoin,0.206822,3.72779,30632108242,1646065033
2025-02-24,Sui,2.93,17.80864,9290653425,1521365863
2025-02-24,Chainlink,17.25,9.77,10997057459,1229364268
2025-02-24,RED TOKEN,0.763864,52641470.44272,0.0,1042342670
2025-02-24,Wrapped SOL,148.89,5.28361,0.0,1010494266
2025-02-24,Official Trump,13.4,4.22151,2676826963,964895432
2025-02-24,Litecoin,105.39,3.22815,7955466684,954317824
2025-02-24,BNB,599.84,1.6201,87350441393,802208809
2025-02-24,Ethena,0.401699,9.47598,2122312921,732222642
2025-02-24,Bitcoin Cash,391.56,0.49165,7756018418,674792400
2025-02-24,TRON,0.241679,-0.40476,20785786313,658679663
2025-02-24,Aave,217.01,1.39265,3271300286,626916092
2025-02-23,Tether,0.99998,0.00863,142715594244,48002409726
2025-02-23,Bitcoin,90878,2.9272,1800546745551,47538117643
2025-02-23,Ethereum,2258.0,3.3547,271868737910,19359921866
2025-02-23,First Digital USD,1.0,0.25284,2104384490,7810545559
2025-02-23,USDC,0.999878,0.0072,57217603991,7239571228
2025-02-23,XRP,2.62,7.2193,151679024835,5384877262
2025-02-23,Solana,149.08,5.32566,75722584016,4809441596
2025-02-23,Cardano,0.932395,-0.8587,33395254738,2524480234
2025-02-23,Sui,2.94,18.08176,9290653425,1689605578
2025-02-23,Dogecoin,0.206906,3.77003,30632108242,1646675638
2025-02-23,Chainlink,17.25,9.65679,10997057459,1229784873
2025-02-23,RED TOKEN,0.763831,52639151.61564,0.0,1042295320
2025-02-23,Wrapped SOL,148.91,5.29656,0.0,1010577304
2025-02-23,Official Trump,13.41,4.27126,2676826963,965288085
2025-02-23,Litecoin,105.44,3.27899,7955466684,954642528
2025-02-23,BNB,600.15,1.64552,87350441393,802504999
2025-02-23,Ethena,0.401861,9.67146,2122312921,733815637
2025-02-23,Bitcoin Cash,391.83,0.55933,7756018418,674704567
2025-02-23,TRON,0.241762,-0.60737,20785786313,658720841
2025-02-23,Aave,217.0,0.83127,3273089085,620229297
2025-02-22,Tether,0.99998,0.00863,142715594244,55860647795
2025-02-22,Bitcoin,90886,2.93659,1800546745551,47573907243
2025-02-22,Ethereum,2258.61,3.38266,271868737910,19358963701
2025-02-22,First Digital USD,1.0,0.25285,2104384490,7810539121
2025-02-22,USDC,0.999875,0.00681,57217603991,6727150833
2025-02-22,XRP,2.62,7.08436,151679024835,5378477691
2025-02-22,Solana,149.1,5.33959,75722584016,4810463137
2025-02-22,Cardano,0.932324,-0.8662,33516004729,2524055856
2025-02-22,WETH,2257.29,3.16776,6633642790,1817642285
2025-02-22,Sui,2.94,18.06379,9290653425,1668467998
2025-02-22,Dogecoin,0.206873,3.52802,30632108242,1646430086
2025-02-22,Chainlink,17.25,9.62625,10997057459,1229508080
2025-02-22,RED TOKEN,0.763831,52639151.61564,0.0,1042295320
2025-02-22,Wrapped SOL,148.91,5.29656,0.0,1010577304
2025-02-22,Official Trump,13.41,4.31665,2676826963,965584630
2025-02-22,Litecoin,105.45,3.29122,7955466684,954495873
2025-02-22,BNB,600.25,1.66282,87547499832,802383652
2025-02-22,Ethena,0.401339,9.52909,2122312921,731426653
2025-02-22,Bitcoin Cash,391.93,0.58552,7772670196,674130695
2025-02-22,TRON,0.241766,-0.60592,20785786313,658684522
2025-02-21,Tether,0.99998,0.00863,142715594244,56482251493
2025-02-21,Bitcoin,90854,2.901,1800546745551,47304330556
2025-02-21,Ethereum,2257.85,3.34783,271868737910,19354617374
2025-02-21,First Digital USD,1.0,0.26228,2104384490,7800472632
2025-02-21,USDC,0.999874,0.00676,57217603991,6545199912
2025-02-21,XRP,2.62,6.98578,151679024835,5363046413
2025-02-21,Solana,148.88,5.18815,75722584016,4808186452
2025-02-21,Cardano,0.932457,-0.85203,33516004729,2524271046
2025-02-21,WETH,2256.4,3.12709,6633642790,1807992065
2025-02-21,Dogecoin,0.206793,3.48807,30632108242,1646140321
2025-02-21,Sui,2.93,17.91351,9290653425,1557237735
2025-02-21,Chainlink,17.25,9.60988,10997057459,1229531633
2025-02-21,RED TOKEN,0.763831,52639151.61564,0.0,1042295320
2025-02-21,Wrapped SOL,149.06,5.40793,0.0,1011301463
2025-02-21,Official Trump,13.4,4.23029,2676826963,965232702
2025-02-21,Litecoin,105.39,3.23354,7955466684,954649885
2025-02-21,BNB,600.09,1.63656,87547499832,801634592
2025-02-21,Ethena,0.400633,9.33633,2122312921,731515023
2025-02-21,Bitcoin Cash,391.8,0.55311,7772670196,672662180
2025-02-21,TRON,0.241652,-0.65272,20785786313,658772148
2025-02-20,Bitcoin,90864,2.9118,1800546745551,47216151593
2025-02-20,Tether,0.99998,0.00863,142715594244,33878907292
2025-02-20,Ethereum,2258.2,3.36355,271868737910,19976744966
2025-02-20,First Digital USD,1.0,0.26231,2104384490,7800440111
2025-02-20,USDC,0.999873,0.00667,57217603991,6548701464
2025-02-20,XRP,2.62,6.99053,151679024835,5362722908
2025-02-20,Solana,148.87,5.17933,75722584016,4792588573
2025-02-20,Cardano,0.932526,-0.84471,33516004729,2522805552
2025-02-20,Dogecoin,0.206792,3.48756,30632108242,1645828463
2025-02-20,WETH,2255.87,3.10263,6633642790,1604337891
2025-02-20,Sui,2.93,18.00402,9290653425,1579174889
2025-02-20,Chainlink,17.25,9.65383,10997057459,1229907547
2025-02-20,RED TOKEN,0.765246,52736663.54202,0.0,1054989008
2025-02-20,Wrapped SOL,149.03,5.38674,0.0,1008877676
2025-02-20,Official Trump,13.4,4.22396,2676826963,961323877
2025-02-20,Litecoin,105.38,3.22423,7955466684,953974659
2025-02-20,BNB,600.0,1.62107,87547499832,800268942
2025-02-20,Ethena,0.400567,9.3183,2117255826,731257533
2025-02-20,Bitcoin Cash,391.95,0.59119,7772670196,671341855
2025-02-20,TRON,0.241586,-0.67974,20785786313,658382495
2025-02-19,Bitcoin,90915,2.96996,1802188590311,46912877451
2025-02-19,Tether,0.99998,0.00863,142715589245,42097372571
2025-02-19,Ethereum,2259.62,3.42856,272327109693,19940156023
2025-02-19,First Digital USD,1.0,0.25793,2104384490,7804489391
2025-02-19,USDC,0.999871,0.00642,57217603991,6154099307
2025-02-19,XRP,2.62,7.17076,151716187429,5374156996
2025-02-19,Solana,148.92,5.2161,75722584016,4794038169
2025-02-19,Cardano,0.933523,-0.73878,33516004729,2514228604
2025-02-19,Dogecoin,0.206896,3.53947,30668305678,1646339952
2025-02-19,WETH,2256.94,3.15164,6635932419,1604722833
2025-02-19,Sui,2.94,18.17237,9290653425,1579313298
2025-02-19,Chainlink,17.26,9.71672,11009943488,1230189159
2025-02-19,RED TOKEN,0.765246,52736663.54202,0.0,1054989008
2025-02-19,Wrapped SOL,149.03,5.38674,0.0,1008877676
2025-02-19,Official Trump,13.4,4.25958,2676826963,959884511
2025-02-19,Litecoin,105.49,3.3253,7968974114,954899738
2025-02-19,BNB,600.17,1.65,87547499832,800569095
2025-02-19,Ethena,0.40071,9.35756,2117255826,727842632
2025-02-19,Bitcoin Cash,392.13,0.63661,7772670196,670671215
2025-02-19,TRON,0.24165,-0.65353,20788795358,658175713
2025-02-18,Bitcoin,91041,3.11191,1802188590311,47440252484
2025-02-18,Tether,0.99998,0.00863,142715589245,32909017280
2025-02-18,Ethereum,2262.95,3.58118,272327109693,19967173827
2025-02-18,First Digital USD,1.0,0.25793,2104384490,7804486811
2025-02-18,USDC,0.999871,0.00641,57217106459,6557775865
2025-02-18,XRP,2.63,7.32397,151716187429,5381791769
2025-02-18,Solana,149.14,5.3722,75722821366,4800694763
2025-02-18,Cardano,0.93502,-0.57957,33516004729,2517674015
2025-02-18,WETH,2258.38,3.21734,6635932419,1832659145
2025-02-18,Dogecoin,0.207198,3.69062,30668305678,1648590106
2025-02-18,Sui,2.94,18.36389,9336546952,1582286016
2025-02-18,Chainlink,17.29,9.88841,11009943488,1229567401
2025-02-18,RED TOKEN,0.766194,52802014.75941,0.0,1056297643
2025-02-18,Wrapped SOL,148.91,5.30226,0.0,961966360
2025-02-18,Official Trump,13.43,4.42143,2682525807,961051623
2025-02-18,Litecoin,105.64,3.47188,7968974114,956363441
2025-02-18,BNB,601.02,1.79404,87547499832,801361967
2025-02-18,Ethena,0.401272,9.51071,2117255826,733943234
2025-02-18,Bitcoin Cash,392.69,0.78253,7772670196,667565873
2025-02-18,TRON,0.241933,-0.5371,20788795358,652645611
2025-02-17,Tether,0.999976,0.00819,142715589245,74331834347
2025-02-17,Bitcoin,90986,3.31892,1802188590311,46949350639
2025-02-17,Ethereum,2261.99,3.53712,272327109693,19959094951
2025-02-17,First Digital USD,1.0,0.26818,2104526602,7810310888
2025-02-17,USDC,0.99987,0.00634,57217106459,6569885277
2025-02-17,XRP,2.63,7.34126,151716187429,5384714655
2025-02-17,Solana,149.09,5.33383,75722821366,4798005565
2025-02-17,Cardano,0.934297,-0.65639,33592293746,2515950675
2025-02-17,WETH,2257.97,3.40859,6635932419,1829015765
2025-02-17,Sui,2.95,18.45975,9336546952,1676466030
2025-02-17,Dogecoin,0.207048,3.61582,30668305678,1644920930
2025-02-17,Chainlink,17.28,9.74436,11009943488,1229130688
2025-02-17,RED TOKEN,0.766194,52802014.75941,0.0,1056297643
2025-02-17,Wrapped SOL,149.07,5.20162,0.0,1010193204
2025-02-17,Official Trump,13.42,4.36678,2682525807,960507548
2025-02-17,Litecoin,105.57,3.45257,7968974114,954267491
2025-02-17,BNB,600.85,1.76463,87657303652,801252760
2025-02-17,Ethena,0.401231,9.49957,2117255826,747957730
2025-02-17,Bitcoin Cash,392.56,1.32215,7788464154,666186830
2025-02-17,TRON,0.241801,-0.59122,20788795358,652264740
2025-02-16,Tether,0.999975,0.00726,142715589245,74251838466
2025-02-16,Bitcoin,90972,3.3022,1802188590311,47288616953
2025-02-16,Ethereum,2261.62,3.63089,272327109693,19952939233
2025-02-16,First Digital USD,1.0,0.33354,2104526602,7810530712
2025-02-16,USDC,0.999869,-0.00153,57217106459,6598291358
2025-02-16,XRP,2.63,7.33129,151716187429,5384961661
2025-02-16,Solana,149.06,5.43391,75722821366,4795401728
2025-02-16,Cardano,0.933799,-0.70935,33592293746,2499986717
2025-02-16,WETH,2255.87,3.31246,6635932419,1822373437
2025-02-16,Sui,2.95,18.58663,9336546952,1700968954
2025-02-16,Dogecoin,0.206998,3.78857,30668305678,1643824358
2025-02-16,Chainlink,17.28,9.73521,11009943488,1228544252
2025-02-16,RED TOKEN,0.765963,52850621.90342,0.0,1056022144
2025-02-16,Wrapped SOL,149.01,5.15562,0.0,1010070335
2025-02-16,Official Trump,13.41,4.33047,2682525807,960371506
2025-02-16,Litecoin,105.5,3.38718,7968974114,953960030
2025-02-16,BNB,600.66,1.94814,87657303652,800896443
2025-02-16,Ethena,0.400978,9.35574,2117255826,747659077
2025-02-16,Bitcoin Cash,392.33,1.26177,7788464154,664863313
2025-02-16,TRON,0.241745,-0.57771,20788795358,651772468
2025-02-15,Bitcoin,90901,3.22248,1802188590311,46934744201
2025-02-15,Tether,0.99997,0.00678,142715589245,38195329851
2025-02-15,Ethereum,2259.28,3.52408,272327109693,19189825226
2025-02-15,First Digital USD,1.0,0.33297,2104526602,7808642501
2025-02-15,USDC,0.999869,-0.00161,57217106459,6571029563
2025-02-15,XRP,2.62,7.29563,151716187429,5382850014
2025-02-15,Solana,148.88,5.31132,75722821366,4792333252
2025-02-15,Cardano,0.933184,-0.51326,33592293746,2442319921
2025-02-15,WETH,2259.72,3.48888,6635932419,1794441073
2025-02-15,Dogecoin,0.206862,3.72044,30668305678,1642142487
2025-02-15,Sui,2.94,18.33967,9336546952,1560924150
2025-02-15,Chainlink,17.27,9.65893,11009943488,1227813125
2025-02-15,RED TOKEN,0.764809,52770992.76421,0.0,1054427191
2025-02-15,Wrapped SOL,148.93,5.10219,0.0,1010037026
2025-02-15,Official Trump,13.41,4.26425,2682525807,959891435
2025-02-15,Litecoin,105.44,3.32389,7968974114,953256099
2025-02-15,BNB,600.27,1.88251,87657303652,798988884
2025-02-15,Ethena,0.40059,9.25,2117495273,726357654
2025-02-15,Bitcoin Cash,392.56,1.32102,7788464154,661027744
2025-02-15,TRON,0.241615,-0.63112,20788795358,651346366
2025-02-14,Bitcoin,90812,3.12054,1801512765823,46890326255
2025-02-14,Tether,0.99997,0.00678,142714168804,39240900754
2025-02-14,Ethereum,2256.98,3.4183,272240843993,19173588285
2025-02-14,First Digital USD,1.0,0.33299,2104526602,7808620466
2025-02-14,USDC,0.999868,-0.00166,57217106459,6567613025
2025-02-14,XRP,2.62,7.18856,151993057521,5378930701
2025-02-14,Solana,148.69,5.17595,75722821366,4777738977
2025-02-14,Cardano,0.932214,-0.61667,33592293746,2428423772
2025-02-14,WETH,2258.53,3.43444,6642424679,1818864581
2025-02-14,Dogecoin,0.206647,3.61255,30655436045,1640469493
2025-02-14,Sui,2.94,18.2788,9336546952,1560800487
2025-02-14,Chainlink,17.25,9.55211,11011311967,1226523313
2025-02-14,RED TOKEN,0.766027,52854993.84551,0.0,1056115365
2025-02-14,Wrapped SOL,148.93,5.10219,0.0,1010037026
2025-02-14,Official Trump,13.39,4.14161,2682525807,958789817
2025-02-14,Litecoin,105.3,3.19479,7965450791,952289315
2025-02-14,BNB,599.7,1.78498,87657303652,798252924
2025-02-14,Ethena,0.400208,9.14581,2117495273,725699307
2025-02-14,Bitcoin Cash,392.21,1.23007,7788464154,659639963
2025-02-14,TRON,0.24135,-0.74029,20776515284,650269576
2025-02-13,Bitcoin,90814,3.12276,1801512765823,46612671729
2025-02-13,Tether,0.99997,0.00678,142714168804,46318925476
2025-02-13,Ethereum,2256.81,3.41047,272240843993,19791395939
2025-02-13,First Digital USD,1.0,0.33131,2104526602,7808314752
2025-02-13,USDC,0.999868,-0.00168,57216923442,6297083241
2025-02-13,XRP,2.62,7.24194,151993057521,5384460125
2025-02-13,Solana,148.62,5.12617,75522584505,4777853694
2025-02-13,Cardano,0.932157,-0.62275,33592293746,2438367285
2025-02-13,WETH,2258.29,3.42324,6642424679,1822945885
2025-02-13,Dogecoin,0.206615,3.59661,30655436045,1640582481
2025-02-13,Sui,2.94,18.34862,9336546952,1561675349
2025-02-13,Chainlink,17.25,9.51916,11011311967,1226101404
2025-02-13,RED TOKEN,0.766027,52854993.84551,0.0,1056115365
2025-02-13,Wrapped SOL,148.7,4.94312,0.0,1008505887
2025-02-13,Official Trump,13.39,4.12596,2682525807,958488271
2025-02-13,Litecoin,105.28,3.16822,7965450791,952316894
2025-02-13,BNB,599.69,1.78395,87657303652,798197633
2025-02-13,Ethena,0.399882,9.05677,2117495273,725681925
2025-02-13,Bitcoin Cash,392.26,1.24492,7788464154,658689410
2025-02-13,TRON,0.241441,-0.7027,20776515284,646600145
2025-02-12,Tether,0.999974,0.00718,142714168804,73678249024
2025-02-12,Bitcoin,90834,3.14568,1801512765823,46869345267
2025-02-12,Ethereum,2257.17,3.42726,272240843993,19790946134
2025-02-12,First Digital USD,1.0,0.33068,2104526602,7808240382
2025-02-12,USDC,0.999868,-0.00166,57216923442,6300584455
2025-02-12,XRP,2.62,7.25823,151993057521,5385251883
2025-02-12,Solana,148.62,5.12225,75522584505,4777507242
2025-02-12,Cardano,0.932088,-0.63007,33592293746,2491116285
2025-02-12,WETH,2259.11,3.46112,6642424679,1792738168
2025-02-12,Dogecoin,0.206605,3.5917,30655436045,1640420256
2025-02-12,Sui,2.95,18.75346,9335494870,1558464937
2025-02-12,Chainlink,17.25,9.51017,11011311967,1225675169
2025-02-12,RED TOKEN,0.766477,53025471.29578,0.0,1056738476
2025-02-12,Wrapped SOL,148.75,4.97349,0.0,1008546378
2025-02-12,Official Trump,13.39,4.13359,2677843806,958248008
2025-02-12,Litecoin,105.3,3.19475,7965450791,952664640
2025-02-12,BNB,599.7,1.78477,87657303652,798525421
